sample,label,object,group,mapping_objs
209-3,0,"sink, water, stepstool, his legs, he, cookies , cookie jar, she, cookies, girl, sink, mama, water, sink, she, dishes, grass, curtains, cookies, plate, cups, sink, she, plate","group2, group2, group1, group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group4, group4, group1, group3, group3, group2, group2, group2","['sink', 'water', 'stool', 'boy', 'boy', 'cookie', 'jar', 'girl', 'cookie', 'girl', 'sink', 'mother', 'water', 'sink', 'mother', 'dish_2', 'plant', 'curtain', 'cookie', 'dish_3', 'dish_3', 'sink', 'mother', 'dish_2']"
210-1,0,"mother, dishes, Junior, cookie jar, cookie, sister, water,  sink, window, door, cupboard, cookie jar, cookie jar , cookie jar, mother, cups, dish, sink, kitchen stool, Junior,  Sissy , her finger, her mouth, mother, he, cookie,  her, stool, his socks, curtains, mother","group2, group2, group1, group1, group1, group1-kid-girl, group2, group2, group4, group1, group1, group1, group1, group1, group2, group3, group3, group2, group1, group1, group1, group1-girl-hand, group1-girl-hand, group2, group1, group1, group1, group1, group1, group4, group2","['mother', 'dish_2', 'boy', 'jar', 'cookie', 'girl', 'water', 'sink', 'window', 'cupboard_1', 'cupboard_1', 'jar', 'jar', 'jar', 'mother', 'dish_3', 'dish_3', 'sink', 'stool', 'boy', 'girl', 'girl', 'girl', 'mother', 'boy', 'cookie', 'girl', 'stool', 'boy', 'curtain', 'mother']"
210-2,0,"boy, cookie jar, cookie jar, he, he, his sister, the three legged stool, him, they,  kids, boy, his socks, mother, sink, water, sink, she, dish, she, window,  cups, dish, dish, sink, curtains, window, window","group1, group1, group1, group1, group1, group1, group1, group1, group1-they, group1-they, group1, group1, group2, group2, group2, group2, group2, group2, group2, group4, group3, group3, group3, group2, group4, group4, group4","['boy', 'jar', 'jar', 'boy', 'boy', 'girl', 'stool', 'boy', 'kids', 'kids', 'boy', 'boy', 'mother', 'sink', 'water', 'sink', 'mother', 'dish_2', 'mother', 'window', 'dish_3', 'dish_3', 'dish_3', 'sink', 'curtain', 'window', 'window']"
211-1,0," water, woman, dishes,  boy, cookie jar, stool, girl, woman, dishes, cookie jar, girl, water, sink, spigot","group2, group2, group2, group1, group1, group1, group1, group2, group2, group1, group1, group2, group2, group2","['water', 'mother', 'dish_2', 'boy', 'jar', 'stool', 'girl', 'mother', 'dish_2', 'jar', 'girl', 'water', 'sink', 'sink']"
211-2,0,"girl, brother, her, cookie, stool, boy, cookie jar, cookie, his left hand, his right hand, mother, dishes, water, sink, mother, door, girl, she, lady, water","group1, group1, group1, group1, group1, group1, group1, group1, group1-boy-hand, group1-boy-hand, group2, group2, group2, group2, group2, group1, group1, group1, group2, group2","['girl', 'boy', 'girl', 'cookie', 'stool', 'boy', 'jar', 'cookie', 'boy', 'boy', 'mother', 'dish_2', 'water', 'sink', 'mother', 'cupboard_1', 'girl', 'girl', 'mother', 'water']"
225-0,0,"boy, stool, cookies, cookie jar, girl, her finger, her mouth, mother, dishes, she, dishes, water, sink, water, she, water, window, she, grass,  flowers, curtains, dishes, she, sink top, girl,  her hands, boy, her, cookie, he, cookie, his hand, he, another one, he, her, cookie, mother, dish, she, dishes, she, platter","group1, group1, group1, group1, group1, group1-girl-hand, group1-girl-hand, group2, group2, group2, group2, group2, group2, group2, group2, group2, group4, group2, group4, group4, group4, group2, group2, group2, group1, group1-girl-hand, group1, group1, group1, group1, group1, group1-boy-hand, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2","['boy', 'stool', 'cookie', 'jar', 'girl', 'girl', 'girl', 'mother', 'dish_2', 'mother', 'dish_2', 'water', 'sink', 'water', 'mother', 'water', 'window', 'mother', 'plant', 'plant', 'curtain', 'dish_2', 'mother', 'sink', 'girl', 'girl', 'boy', 'girl', 'cookie', 'boy', 'cookie', 'boy', 'boy', 'cookie', 'boy', 'girl', 'cookie', 'mother', 'dish_2', 'mother', 'dish_2', 'mother', 'dish_2']"
225-2,0,"mother , dishes, water,  boy, stool, cookie, he, sister, window, curtains, window, water, woman, water, girl, her brother, mother, he, cookie, jar, she, cookie, he, her, woman, dish, her hand, dish","group2, group2, group2, group1, group1, group1, group1, group1-kid-girl, group4, group4, group4, group2, group2, group2, group1, group1, group2, group1, group1, group1, group1, group1, group1, group1, group2, group2, group2-mother-hand, group2","['mother', 'dish_2', 'water', 'boy', 'stool', 'cookie', 'boy', 'girl', 'window', 'curtain', 'window', 'water', 'mother', 'water', 'girl', 'boy', 'mother', 'boy', 'cookie', 'jar', 'girl', 'cookie', 'boy', 'girl', 'mother', 'dish_2', 'mother', 'dish_2']"
227-0,0,"he, stool, water, guy, cookies, dishes, water, faucet, dishes, cookie","group1, group1, group2, group1, group1, group2, group2, group2, group2, group1","['boy', 'stool', 'water', 'boy', 'cookie', 'dish_2', 'water', 'sink', 'dish_2', 'cookie']"
227-1,0,"boy, cookies, he, stool, sink, lady, dishes, girl, mother","group1, group1, group1, group1, group2, group2, group2, group1, group2","['boy', 'cookie', 'boy', 'stool', 'sink', 'mother', 'dish_2', 'girl', 'mother']"
229-1,0,"cookie, stool, girl, her finger, her mouth, cookie, water, sink, mother's, kid, mom, water","group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group2, group2, group2, group1-boy-hand, group2, group2","['cookie', 'stool', 'girl', 'girl', 'girl', 'cookie', 'water', 'sink', 'mother', 'boy', 'mother', 'water']"
229-2,0,"child, cookie, stool, girl, her finger, her mouth, cookie, water, mother, dishes, kid, mom, water","group1-kid-boy, group1, group1, group1, group1-girl-hand, group1-girl-hand, group1, group2, group2, group2, group1-kid-boy, group2, group2","['boy', 'cookie', 'stool', 'girl', 'girl', 'girl', 'cookie', 'water', 'mother', 'dish_2', 'boy', 'mother', 'water']"
232-0,0,"girl, boy, cookie jar, sister, cookie, cookie, stool, water, sink, mother, dishes, she, water, girl, finger, her lips, mother , cup, mother, dishes, water","group1, group1, group1, group1-kid-girl, group1, group1, group1, group2, group2, group2, group2, group2, group2, group1, group1-girl-hand, group1-girl-hand, group2, group3, group2, group2, group2","['girl', 'boy', 'jar', 'girl', 'cookie', 'cookie', 'stool', 'water', 'sink', 'mother', 'dish_2', 'mother', 'water', 'girl', 'girl', 'girl', 'mother', 'dish_3', 'mother', 'dish_2', 'water']"
232-1,0,"water, sink, mother, dishes, boy, stool , cookies, cookie jar, the young lady, her hand, cookies, cup, saucer,  sink board, curtains, cabinets, sink, the top cabinets, the door, cookie jar, cabinet, boy, stool, path, house, dish towel, her hand, dishes, she, hairdo, apron, shoes, she, shoes, water","group2, group2, group2, group2, group1, group1, group1, group1, group1, group1-girl-hand, group1, group3, group3, group2, group4, group3, group2, group1, group1, group1, group1, group1, group1, group4, group4, group2, group2-mother-hand, group2, group2, group2-mother-hand, group2, group1-they, group2, group2-mother-hand, group2","['water', 'sink', 'mother', 'dish_2', 'boy', 'stool', 'cookie', 'jar', 'girl', 'girl', 'cookie', 'dish_3', 'dish_3', 'sink', 'curtain', 'cupboard_3', 'sink', 'cupboard_1', 'cupboard_1', 'jar', 'cupboard_1', 'boy', 'stool', 'path', 'towel', 'mother', 'dish_2', 'mother', 'mother', 'mother', 'kids', 'mother', 'mother', 'water']"
242-0,0,"stool, kid, cookies, sister, water, sink, mother, she, dishes, water, mother, she, dishes, she","group1, group1-kid-boy, group1, group1-kid-girl, group2, group2, group2, group2, group2, group2, group2, group2, group2, group2","['stool', 'boy', 'cookie', 'girl', 'water', 'sink', 'mother', 'mother', 'dish_2', 'water', 'mother', 'mother', 'dish_2', 'mother']"
242-1,0,"kid, stool, cookies, jar, sister, her finger, cookie, water, sink, mother, water, dishes, window, she, dishes, she, kids, cupboard, girl, him, grass, bushes","group1-kid-boy, group1, group1, group1, group1-kid-girl, group1-girl-hand, group1, group2, group2, group2, group2, group2, group4, group2, group2, group2, group1, group1, group1, group1, group4, group4","['boy', 'stool', 'cookie', 'jar', 'girl', 'girl', 'cookie', 'water', 'sink', 'mother', 'water', 'dish_2', 'window', 'mother', 'dish_2', 'mother', 'kids', 'cupboard_1', 'girl', 'boy', 'plant', 'plant']"
242-2,0,"girl, she, he, cookie, brother, cookies, jar, he, she, he, he, stool, three legged stool, mother, she, window, window, she, sink, water, her, she, dish, she, cups, plate, she, sink, floor, her feet,  plate, two cups., sink","group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group1, group2, group2, group4, group4, group2, group2, group2, group2, group2, group2, group2, group3, group2, group2, group2, group2, group2, group3, group3, group2","['girl', 'girl', 'boy', 'cookie', 'boy', 'cookie', 'jar', 'boy', 'girl', 'boy', 'boy', 'stool', 'stool', 'mother', 'mother', 'window', 'window', 'mother', 'sink', 'water', 'mother', 'mother', 'dish_2', 'mother', 'dish_3', 'dish_2', 'mother', 'sink', 'floor', 'mother', 'dish_3', 'dish_3', 'sink']"
002-0,0,"mother, dishes, water, boy, cookies,  jar, stool,  girl, window, curtains, grass, garden, mother, dishes, mother, cookies, the cookie jar, mother, short sleeve dress","group2, group2, group2, group1, group1, group1, group1, group1, group4, group4, group4, group4, group2, group2, group2, group1, group1, group2, group2-mother-hand","['mother', 'dish_2', 'water', 'boy', 'cookie', 'jar', 'stool', 'girl', 'window', 'curtain', 'plant', 'yard', 'mother', 'dish_2', 'mother', 'cookie', 'jar', 'mother', 'mother']"
002-1,0,"sink, stool, boy, cookies, girl, cookie, mother, dishes, window, she, dishes, she,  water, the cupboard door, cookie jar, brother, the cookie jar, curtains, window, grass, shrubbery, cabinets, mother, boy, girl","group2, group1, group1, group1, group1, group1, group2, group2, group4, group2, group2, group2, group2, group1, group1, group1, group1, group4, group4, group4, group4, group1, group2, group1, group1","['sink', 'stool', 'boy', 'cookie', 'girl', 'cookie', 'mother', 'dish_2', 'window', 'mother', 'dish_2', 'mother', 'water', 'cupboard_1', 'jar', 'boy', 'jar', 'curtain', 'window', 'plant', 'plant', 'cupboard_1', 'mother', 'boy', 'girl']"
002-2,0,"boy, girl, mother, boy, cookie, girl, he, stool, mother, dishes, she, water, sink, she, dishes, bushes, window, curtains, mother, sleeveless dress, children, short sleeve, sandals, boy, tennis shoes, mother, children, she","group1, group1, group2, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group2, group4, group4, group4, group2, group2-mother-hand, group1-they, group1-they, group1-they, group1, group1-boy-hand, group2, group1-they, group2","['boy', 'girl', 'mother', 'boy', 'cookie', 'girl', 'boy', 'stool', 'mother', 'dish_2', 'mother', 'water', 'sink', 'mother', 'dish_2', 'plant', 'window', 'curtain', 'mother', 'mother', 'kids', 'kids', 'kids', 'boy', 'boy', 'mother', 'kids', 'mother']"
002-3,0,"mother, children, window, mother, sink, children, dishes, the kitchen stool, cupboard, the cookie jar, boy, cookie, stool, he, his head, cupboards, path, mother","group2, group1-they, group4, group2, group2, group1-they, group2, group1, group1, group1, group1, group1, group1, group1, group1-boy-hand, group1, group4, group2","['mother', 'kids', 'window', 'mother', 'sink', 'kids', 'dish_2', 'stool', 'cupboard_1', 'jar', 'boy', 'cookie', 'stool', 'boy', 'boy', 'cupboard_1', 'path', 'mother']"
006-2,0,"girl, cookie, boy, stool, he, stool, he, his hand, the cookie jar, girl, her hand, her mouth, mother, dishes, sink, window, she, dishes, water, she, her feet, dishes, counter.","group1, group1, group1, group1, group1, group1, group1, group1-boy-hand, group1, group1, group1-girl-hand, group1-girl-hand, group2, group2, group2, group4, group2, group2, group2, group2, group2, group3, group3","['girl', 'cookie', 'boy', 'stool', 'boy', 'stool', 'boy', 'boy', 'jar', 'girl', 'girl', 'girl', 'mother', 'dish_2', 'sink', 'window', 'mother', 'dish_2', 'water', 'mother', 'mother', 'dish_3', 'cupboard_3']"
006-3,0,"kids, mother, cookies, the cookie jar, boy, girl, boy, stool, he, he, mother, dishes, she, dishes, window, water, sink, her feet, she, dish, dishes, the kitchen counter, window","group1, group2, group1, group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group4, group2, group2, group2, group2, group2, group3, group3, group4","['kids', 'mother', 'cookie', 'jar', 'boy', 'girl', 'boy', 'stool', 'boy', 'boy', 'mother', 'dish_2', 'mother', 'dish_2', 'window', 'water', 'sink', 'mother', 'mother', 'dish_2', 'dish_3', 'cupboard_3', 'window']"
006-4,0,"mother, dishes, sink, window, window, curved walk, building, garage, curtains,  grass, two cups, saucer, sink, she, her feet, water, sink, she, sink, she, kids, cookies, the cookie jar, kid, stool, stool, he, cupboard, cookies, jar, girl, kids, mother, he, the cookie jar","group2, group2, group2, group4, group4, group4, group4, group4, group4, group4, group3, group3, group2, group2, group2, group2, group2, group2, group2, group2, group1, group1, group1, group1-kid-boy, group1, group1, group1, group1, group1, group1, group1, group1, group2, group1, group1","['mother', 'dish_2', 'sink', 'window', 'window', 'path', 'garage', 'curtain', 'plant', 'dish_3', 'dish_3', 'sink', 'mother', 'mother', 'water', 'sink', 'mother', 'sink', 'mother', 'kids', 'cookie', 'jar', 'boy', 'stool', 'stool', 'boy', 'cupboard_1', 'cookie', 'jar', 'girl', 'kids', 'mother', 'boy', 'jar']"
013-0,0,"somebody, the cookie jar, stool, stool, girl, somebody, mother, dishes, water, cups, plates, counter, window, shrubbery, the cookie jar, door, cabinet, mother, curtains,  window, window","group1-kid-boy, group1, group1, group1, group1, group2, group2, group2, group2, group3, group3, group3, group4, group4, group1, group1, group1, group2, group4, group4, group4","['boy', 'jar', 'stool', 'stool', 'girl', 'mother', 'mother', 'dish_2', 'water', 'dish_3', 'dish_3', 'cupboard_3', 'window', 'plant', 'jar', 'cupboard_1', 'cupboard_1', 'mother', 'curtain', 'window', 'window']"
013-2,0,"boy, cookies, the cookie jar, he, stool, girl, cookie, mother, dishes, faucet, water, sink, dishes, counter, window, girl, she","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group3, group3, group4, group1, group1","['boy', 'cookie', 'jar', 'boy', 'stool', 'girl', 'cookie', 'mother', 'dish_2', 'sink', 'water', 'sink', 'dish_3', 'cupboard_3', 'window', 'girl', 'girl']"
013-3,0,"boy, cookies, the cookie jar, he, girl, stool, he, lady, dishes, sink, water, cups, counter, plates, counter, water, girl, the cookie jar, the cookie jar","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group3, group3, group3, group3, group2, group1, group1, group1","['boy', 'cookie', 'jar', 'boy', 'girl', 'stool', 'boy', 'mother', 'dish_2', 'sink', 'water', 'dish_3', 'cupboard_3', 'dish_3', 'cupboard_3', 'water', 'girl', 'jar', 'jar']"
013-4,0,"girl, cookie, boy, cookies,  the cookie jar, the cookie jar, stool, lady, dishes, water, sink, faucets, dishes, counter, window, water, lady, kids","group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group2, group2, group2, group3, group4, group2, group2, group1","['girl', 'cookie', 'boy', 'cookie', 'jar', 'jar', 'stool', 'mother', 'dish_2', 'water', 'sink', 'sink', 'dish_2', 'cupboard_3', 'window', 'water', 'mother', 'kids']"
015-0,0,"lady, sink, boy, cookie, he, another one, girl, girl, boy, lady, water, faucet, window, house, curtains, window, curtains, hers, tree, cups, counter, plate, stool, he, tripod stool, cupboards, handle","group2, group2, group1, group1, group1, group1, group1, group1, group1, group2, group2, group2, group4, group4, group4, group4, group4, group2, group4, group3, group3, group3, group1, group1, group1, group1, group1","['mother', 'sink', 'boy', 'cookie', 'boy', 'cookie', 'girl', 'girl', 'boy', 'mother', 'water', 'sink', 'window', 'curtain', 'window', 'curtain', 'mother', 'plant', 'dish_3', 'cupboard_3', 'dish_3', 'stool', 'boy', 'stool', 'cupboard_1', 'cupboard_1']"
